FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
886441|Black Mountain Well|Well|NM|35|Grant|017|320225N|1082207W|32.0403687|-108.3686566|||||1350|4429|The Saltys|11/13/1980|
886442|Black Mountain Well|Well|NM|35|Cibola|006|345356N|1081752W|34.8989299|-108.2978446|||||2288|7506|Goat Hill|11/13/1980|
886443|Black Muley Mill|Locale|NM|35|Eddy|015|323650N|1043057W|32.6140013|-104.5157988|||||1077|3533|Foster Ranch|11/13/1980|
886444|Black Point|Summit|NM|35|Socorro|053|312713N|1085606W|31.4537144|-108.9350519|||||1964|6443|Black Point|11/13/1980|
886445|Black Prince Canyon|Valley|NM|35|Dona Ana|013|322631N|1063137W|32.4420349|-106.5269401|322817N|1063318W|32.4713889|-106.555|1534|5033|Organ|11/13/1980|
886446|Black Prince Mine|Mine|NM|35|Dona Ana|013|322742N|1063314W|32.4617567|-106.5538858|||||1830|6004|Organ|11/13/1980|
886447|Black Ranch|Locale|NM|35|Catron|003|343256N|1082050W|34.5489373|-108.3472875|||||2278|7474|Veteado Mountain|11/13/1980|
886448|Black Ranch|Locale|NM|35|Bernalillo|001|351201N|1064602W|35.2003201|-106.7672513|||||1707|5600|The Volcanoes|11/13/1980|
886449|Black Ridge Wash|Stream|NM|35|McKinley|031|353623N|1084831W|35.6064095|-108.8086975|353954N|1084929W|35.6650191|-108.8248093|1983|6506|Gallup West|11/13/1980|
886450|Black Rock Canyon|Valley|NM|35|Luna|029|321235N|1073340W|32.2098112|-107.5611354|321200N|1073627W|32.2|-107.6075|1268|4160|Florida Gap|11/13/1980|
886451|Black Rock Ridge|Ridge|NM|35|San Juan|045|360658N|1090035W|36.1161185|-109.0098174|||||2330|7644|Sonsela Buttes|11/13/1980|
886452|Black Salt Spring|Spring|NM|35|San Juan|045|360344N|1090058W|36.0622306|-109.0162062|||||2236|7336|Sonsela Buttes|11/13/1980|
886453|Black Salt Valley|Valley|NM|35|San Juan|045|360013N|1085857W|36.0036209|-108.9825937|360647N|1090148W|36.1130629|-109.0300956|2256|7401|Crystal|11/13/1980|
886454|Black Spot Well|Well|NM|35|McKinley|031|354912N|1083401W|35.8200168|-108.5670254|||||1822|5978|Coyote Canyon|11/13/1980|
886455|Black Springs|Spring|NM|35|Union|059|364117N|1034240W|36.6881233|-103.711227|||||1858|6096|Weatherly Lake|11/13/1980|04/19/2011
886456|Black Springs Wash|Stream|NM|35|McKinley|031|354552N|1084835W|35.7644613|-108.8098094|354422N|1085504W|35.7394612|-108.9178677|1916|6286|Tohatchi|11/13/1980|
886457|Black Tail Tank|Reservoir|NM|35|Catron|003|331559N|1085001W|33.2662558|-108.8336532|||||1678|5505|Holt Mountain|11/13/1980|06/23/2011
886458|Black Tank|Reservoir|NM|35|Luna|029|315255N|1081057W|31.8820693|-108.1824219|||||1408|4619|Hat Top Mountain|11/13/1980|06/23/2011
886459|Black Tank|Reservoir|NM|35|Otero|035|331244N|1060954W|33.2123027|-106.1649961|||||1281|4203|Bitter Creek|11/13/1980|
886460|Black Water Canyon|Valley|NM|35|McKinley|031|354434N|1083252W|35.7427966|-108.5478579|354220N|1083235W|35.7055556|-108.5430556|1922|6306|Hard Ground Flats|11/13/1980|
886461|Black Water Spring|Spring|NM|35|McKinley|031|355525N|1084533W|35.9236836|-108.759153|||||2435|7989|Chuska Peak|11/13/1980|04/19/2011
886462|Black Well|Well|NM|35|Socorro|053|342405N|1063949W|34.4014542|-106.6636323|||||1567|5141|Black Butte|11/13/1980|
886463|Black Well|Well|NM|35|McKinley|031|352431N|1085202W|35.4086355|-108.8673088|||||2083|6834|Twin Buttes|11/13/1980|
886464|Blackburn Tank|Reservoir|NM|35|Dona Ana|013|322156N|1071118W|32.3656465|-107.1883426|||||1403|4603|Magdalena Gap|11/13/1980|06/23/2011
886465|Blackdom Well|Well|NM|35|Chaves|005|330949N|1043032W|33.1637167|-104.5088556|||||1113|3652|Peters Lake|11/13/1980|
886466|Blackjack Canyon|Valley|NM|35|Colfax|007|362605N|1041023W|36.4347505|-104.1730345|362702N|1040929W|36.4505556|-104.1580556|1979|6493|Point of Rocks Mesa|11/13/1980|
886467|Blackman Mine|Mine|NM|35|Grant|017|323229N|1081519W|32.5414696|-108.2553238|||||1696|5564|White Signal|11/13/1980|
886468|Blackmoor Mine|Mine|NM|35|Grant|017|324604N|1083540W|32.7678523|-108.5944975|||||1572|5157|Mangas Springs|11/13/1980|
886470|Blackshare Ranch|Locale|NM|35|Sandoval|043|352442N|1061757W|35.4117042|-106.2991906|||||1766|5794|San Felipe Pueblo NE|11/13/1980|
886471|Blackshire Well|Well|NM|35|Sierra|051|325644N|1064232W|32.9456344|-106.7088992|||||1665|5463|Hembrillo Basin|11/13/1980|
886472|Blackstock Well|Locale|NM|35|Roosevelt|041|334103N|1034110W|33.6842616|-103.6860691|||||1363|4472|Button Mesa North|11/13/1980|
886473|Blackwater Draw|Valley|TX|48|Lubbock|303|333539N|1014956W|33.594252|-101.832111|341931N|1030451W|34.325363|-103.080897|960|3150|Lubbock East|11/13/1980|04/08/2011
886474|Blackwater Draw|Valley|NM|35|Chaves|005|332202N|1044100W|33.3673208|-104.6833055|332942N|1045530W|33.4950927|-104.9249768|1171|3842|Hondo Reservoir|11/13/1980|
886475|Blackwater Well|Well|NM|35|Lincoln|027|332908N|1045327W|33.4856489|-104.8908095|||||1322|4337|Horseshoe Bend NW|11/13/1980|
886476|Blackwater Well|Well|NM|35|San Juan|045|363338N|1081504W|36.5605602|-108.251186|||||1860|6102|Kirtland SE|11/13/1980|
886477|Blair Canyon|Valley|NM|35|Dona Ana|013|322408N|1063759W|32.4023136|-106.633055|322408N|1063446W|32.4023136|-106.5794417|1427|4682|Organ Peak NW|11/13/1980|
886478|Blakemore Well|Well|NM|35|Socorro|053|333649N|1064115W|33.6136814|-106.6875152|||||1438|4718|Blakemore Well|11/13/1980|
886479|Blakey Ranch|Locale|NM|35|Grant|017|324900N|1084829W|32.8167394|-108.8081132|||||1458|4783|Walker Canyon|11/13/1980|
886480|Blakey Windmill|Locale|NM|35|Grant|017|324737N|1084936W|32.7936841|-108.8267246|||||1371|4498|Walker Canyon|11/13/1980|
886481|Blancett Arroyo|Stream|NM|35|San Juan|045|364827N|1080242W|36.8075036|-108.0450695|364637N|1080015W|36.7769444|-108.0041667|1684|5525|Flora Vista|11/13/1980|
886482|Blanco Camp|Locale|NM|35|San Juan|045|364321N|1074910W|36.7225057|-107.8195061|||||1690|5545|Blanco|11/13/1980|
886484|Blanco Creek|Stream|NM|35|Quay|037|344345N|1033155W|34.7292336|-103.5319023|344853N|1034124W|34.8147863|-103.6899621|1385|4544|Field|11/13/1980|
886485|Blanco Tank|Reservoir|NM|35|Luna|029|320024N|1072348W|32.0065551|-107.3966058|||||1227|4026|Sibley Hole|11/13/1980|06/23/2011
886486|Blanco Tank|Reservoir|NM|35|Dona Ana|013|323550N|1071009W|32.5971117|-107.1691059|||||1436|4711|Souse Springs|11/13/1980|06/23/2011
886487|Blanco Tank|Reservoir|NM|35|San Miguel|047|352458N|1035808W|35.4161413|-103.9688321|||||1362|4468|Carpenter Mesa NW|11/13/1980|06/23/2011
886488|Blanco Trading Post|Locale|NM|35|San Juan|045|362135N|1074832W|36.3597332|-107.8089488|||||2062|6765|Blanco Trading Post|11/13/1980|06/12/2009
886489|Blanco Trap Windmill|Locale|NM|35|San Miguel|047|352527N|1035920W|35.4242153|-103.9888608|||||1363|4472|Carpenter Mesa NW|11/13/1980|
886490|Blanco Wash|Stream|NM|35|San Juan|045|363948N|1074253W|36.6633403|-107.7147798|361245N|1073357W|36.2125137|-107.565885|1738|5702|Cutter Canyon|11/13/1980|06/12/2009
886491|Blanco Windmill|Locale|NM|35|San Miguel|047|352440N|1035949W|35.4111601|-103.9969166|||||1339|4393|Carpenter Mesa NW|11/13/1980|
886492|Bland Canyon|Valley|NM|35|Union|059|365124N|1032234W|36.8566889|-103.3760545|365006N|1032222W|36.8350225|-103.3727213|1557|5108|Guy|11/13/1980|
886493|Blanton Tank|Reservoir|NM|35|McKinley|031|354005N|1073929W|35.6679517|-107.6580959|||||2082|6831|Hospah|11/13/1980|06/23/2011
886494|Blind Canyon|Valley|NM|35|Colfax|007|364726N|1044759W|36.7905858|-104.7997177|364830N|1044506W|36.8083333|-104.7516667|2126|6975|Caliente Canyon South|11/13/1980|
886495|Blind Canyon|Valley|NM|35|Colfax|007|365952N|1043728W|36.9978013|-104.6244343|365857N|1043704W|36.9825|-104.6177778|2222|7290|Tin Pan Canyon|11/13/1980|
886496|Blind Canyon|Valley|NM|35|San Juan|045|365533N|1073639W|36.9258377|-107.6108885|365600N|1073805W|36.9333375|-107.6347786|1856|6089|Burnt Mesa|11/13/1980|
886497|Blind Gap|Gap|NM|35|Union|059|364026N|1033414W|36.673913|-103.5705094|||||1729|5673|Blind Gap|11/13/1980|
886498|Blm Lake|Lake|NM|35|Chaves|005|334238N|1044812W|33.7105549|-104.803424|||||1377|4518|Deep Well|11/13/1980|06/23/2011
886499|Block Windmill|Locale|NM|35|Guadalupe|019|344051N|1050425W|34.6808988|-105.0736083|||||1667|5469|Burro Lake|11/13/1980|
886500|Bloom Ranch|Locale|NM|35|Chaves|005|331750N|1043847W|33.2973231|-104.64636|||||1162|3812|Hondo Reservoir|11/13/1980|
886501|Bloom Well|Well|NM|35|Chaves|005|331547N|1044244W|33.2631569|-104.712195|||||1197|3927|Hondo Reservoir|11/13/1980|
886502|Bloom Windmill|Locale|NM|35|Chaves|005|332343N|1044553W|33.3953749|-104.7646961|||||1216|3989|Blackwater Hill|11/13/1980|
886503|Bloomfield Canyon|Valley|NM|35|San Juan|045|364212N|1075817W|36.7033389|-107.9714556|364746N|1075624W|36.7961155|-107.940066|1653|5423|Bloomfield|11/13/1980|
886504|Blossburg|Locale|NM|35|Colfax|007|365433N|1042927W|36.9091915|-104.4908215|||||2067|6781|Raton|11/13/1980|
886505|Blosser Arroyo|Stream|NM|35|Colfax|007|364355N|1042608W|36.7319721|-104.4355425|364130N|1040858W|36.691693|-104.1494222|1877|6158|Eagle Tail Mountain|11/13/1980|
886506|Blosser Gap|Gap|NM|35|Colfax|007|364256N|1042017W|36.7155828|-104.3380397|||||1969|6460|Tinaja Mountain|11/13/1980|
886507|Blowing Well|Well|NM|35|Hidalgo|023|322503N|1085937W|32.4175785|-108.9936686|||||1296|4252|Summit|11/13/1980|
886508|Blue Canyon|Valley|NM|35|Luna|029|323441N|1072257W|32.5781384|-107.3825232|323615N|1072451W|32.6041667|-107.4141667|1381|4531|Nutt|11/13/1980|
886509|Blue Canyon|Valley|NM|35|Socorro|053|340550N|1065410W|34.0972885|-106.9028055|340318N|1065840W|34.055|-106.9777778|1419|4655|Socorro|11/13/1980|
886510|Blue Front Ranch|Locale|NM|35|Union|059|360807N|1033120W|36.1353107|-103.5221768|||||1497|4911|Garcia Creek|11/13/1980|
886511|Blue Grass Flat|Flat|NM|35|McKinley|031|353401N|1085358W|35.5669654|-108.8995329|||||1987|6519|Samson Lake|11/13/1980|
886512|Blue Hill|Summit|NM|35|San Juan|045|365640N|1084155W|36.94444|-108.698703|||||1736|5695|Skinney Rock|11/13/1980|
886513|Blue Hill Mine|Mine|NM|35|Hidalgo|023|320637N|1085811W|32.1103635|-108.9697804|||||1396|4580|Cotton City|11/13/1980|
886514|Blue Hole|Lake|NM|35|Quay|037|351018N|1034656W|35.1717346|-103.7822773|||||1225|4019|Liberty Mesa|11/13/1980|06/23/2011
886515|Blue Hole|Spring|NM|35|Quay|037|351750N|1030846W|35.2972763|-103.1460608|||||1123|3684|Blue Hole|11/13/1980|01/02/2008
886516|Blue Hole Spring|Spring|NM|35|Chaves|005|335934N|1042338W|33.9928494|-104.3938124|||||1172|3845|Swallow Nest Canyon|11/13/1980|04/19/2011
886517|Blue Lake|Reservoir|NM|35|San Juan|045|365619N|1080744W|36.9386973|-108.1289585|||||1786|5860|La Plata|11/13/1980|06/23/2011
886518|Blue Lake|Reservoir|NM|35|San Juan|045|365659N|1081742W|36.9497359|-108.2950443|||||1823|5981|Purgatory Canyon|11/13/1980|06/23/2011
886519|Blue Mountain|Summit|NM|35|Grant|017|323828N|1075449W|32.6411913|-107.913646|||||1919|6296|Whitehorse Mountain|11/13/1980|
886520|Blue Mountain|Summit|NM|35|Hidalgo|023|320727N|1085803W|32.1242519|-108.9675579|||||1751|5745|Cotton City|11/13/1980|
886521|Blue Pasture Windmill|Locale|NM|35|San Miguel|047|352746N|1034545W|35.4628259|-103.7624669|||||1294|4245|Medina Mesa|11/13/1980|
886522|Blue Rock Tank|Reservoir|NM|35|San Juan|045|365359N|1080817W|36.8997703|-108.1379318|||||1788|5866|La Plata|11/13/1980|06/23/2011
886523|Blue Spring|Spring|NM|35|Eddy|015|321050N|1041754W|32.1804839|-104.2982382|||||1012|3320|Black River Village|11/13/1980|04/19/2011
886524|Blue Spring|Spring|NM|35|Socorro|053|342524N|1063105W|34.4233984|-106.5180734|||||1751|5745|Becker|11/13/1980|
886525|Blue Springs Draw|Valley|NM|35|Socorro|053|342739N|1063148W|34.4608979|-106.5300189|342431N|1063049W|34.4086111|-106.5136111|1633|5358|Becker|11/13/1980|
886526|Blue Tank|Reservoir|NM|35|Guadalupe|019|351200N|1040900W|35.2000459|-104.150134|||||1583|5194|Ortega Tank|11/13/1980|06/23/2011
886527|Blue Water Canyon|Valley|NM|35|Cibola|006|344237N|1073124W|34.7103295|-107.5233784|344155N|1073329W|34.6986111|-107.5580556|1948|6391|Broom Mountain|11/13/1980|
886528|Blue Water Mesa|Summit|NM|35|Cibola|006|344433N|1073149W|34.7425508|-107.5303233|||||2230|7316|Broom Mountain|11/13/1980|
886529|Blue Water Spring|Spring|NM|35|Sandoval|043|353517N|1064649W|35.5879392|-106.7802259|||||1736|5695|San Ysidro|11/13/1980|04/19/2011
886530|Blue Water Spring|Spring|NM|35|McKinley|031|353620N|1080338W|35.6056564|-108.0606292|||||2179|7149|Casamero Lake|11/13/1980|04/19/2011
886531|Blue Water Tank|Reservoir|NM|35|Cibola|006|344146N|1073323W|34.6960095|-107.5564796|||||2150|7054|Broom Mountain|11/13/1980|06/23/2011
886532|Blue Water Well|Locale|NM|35|Chaves|005|335109N|1042247W|33.8525844|-104.3796928|||||1194|3917|Shannon Draw|11/13/1980|
886533|Blue Water Well|Well|NM|35|Luna|029|320524N|1073545W|32.0900925|-107.5958575|||||1483|4865|Gym Peak|11/13/1980|
886534|Blue Water Windmill|Locale|NM|35|Cibola|006|344138N|1073815W|34.6939403|-107.6375484|||||2204|7231|Mecate Meadow|11/13/1980|
886535|Blue Well|Well|NM|35|Socorro|053|334756N|1071449W|33.7989519|-107.2469788|||||1707|5600|Puertecito Gap|11/13/1980|
886536|Bluebell Windmill|Locale|NM|35|Grant|017|325055N|1085514W|32.8486819|-108.9206159|||||1652|5420|Steeple Rock|11/13/1980|
886537|Bluebird Draw|Valley|NM|35|Hidalgo|023|321701N|1084255W|32.2836941|-108.7153316|321710N|1084533W|32.2861939|-108.7592211|1361|4465|Lordsburg|11/13/1980|
886538|Bluebird Mine|Mine|NM|35|Hidalgo|023|321658N|1084412W|32.2828608|-108.7367208|||||1394|4573|Lordsburg|11/13/1980|
886539|Bluewater Creek|Stream|NM|35|Quay|037|351050N|1034659W|35.1806116|-103.7830233|350454N|1035052W|35.0817249|-103.8477458|1219|3999|Liberty Mesa|11/13/1980|
886540|Bluewater Siding|Locale|NM|35|Cibola|006|351623N|1075843W|35.2730892|-107.9786722|||||2020|6627|Bluewater|11/13/1980|
886541|Bluff Creek|Stream|NM|35|Hidalgo|023|313541N|1083425W|31.594824|-108.5736552|313441N|1083730W|31.5780556|-108.625|1430|4692|Horse Mountain|11/13/1980|
886542|Bluff Tank|Reservoir|NM|35|Otero|035|321447N|1051420W|32.2463243|-105.2390121|||||1334|4377|Lewis Canyon|11/13/1980|06/23/2011
886543|Bluffview School|School|NM|35|San Juan|045|364305N|1081039W|36.7180589|-108.1775731|||||1625|5331|Farmington South|11/13/1980|
886544|Blythe Well|Well|NM|35|Dona Ana|013|320127N|1062547W|32.024268|-106.42971|||||1230|4035|Newman SW|11/13/1980|
886545|Board Gate Canyon|Valley|NM|35|Sierra|051|331153N|1072956W|33.198127|-107.4989221|331358N|1073410W|33.232849|-107.5694789|1552|5092|Williamsburg NW|11/13/1980|
886546|Board Ranch Windmill|Locale|NM|35|Luna|029|320221N|1072500W|32.0392616|-107.416686|||||1226|4022|Sibley Hole|11/13/1980|
886547|Boardman Windmill|Locale|NM|35|Chaves|005|331205N|1030640W|33.2014972|-103.1110556|||||1167|3829|Prairieview NE|11/13/1980|
886548|Boardwell Canyon|Valley|NM|35|Otero|035|321042N|1050744W|32.1784427|-105.1288496|321333N|1051609W|32.2259426|-105.2691323|1134|3720|Lewis Canyon|11/13/1980|
886549|Boatwright Well|Locale|NM|35|Roosevelt|041|334237N|1034302W|33.7103716|-103.717181|||||1347|4419|Button Mesa North|11/13/1980|
886550|Boaz Cemetery|Cemetery|NM|35|Chaves|005|334418N|1035916W|33.7384239|-103.9877412|||||1250|4101|Curlew Lake|11/13/1980|
886551|Bob Crosby Draw|Valley|NM|35|Chaves|005|333552N|1042147W|33.5978703|-104.3630234|333617N|1041525W|33.6047222|-104.2569444|1077|3533|Acme|11/13/1980|
886552|Bob Smith Canyon|Valley|NM|35|Quay|037|345823N|1030222W|34.9731174|-103.0393907|345746N|1030252W|34.9627778|-103.0477778|1273|4176|Endee Hill|11/13/1980|
886553|Bob Tank|Reservoir|NM|35|Lea|025|321143N|1032512W|32.1954031|-103.4199153|||||1027|3369|Woodley Flat|11/13/1980|
886554|Bob Wells Creek|Stream|NM|35|Union|059|355026N|1030645W|35.8405937|-103.1124411|355053N|1032046W|35.8480928|-103.3460621|1315|4314|Amistad SE|11/13/1980|
886555|Bobby Lake|Reservoir|NM|35|Harding|021|355515N|1032723W|35.9209203|-103.456315|||||1520|4987|Cottonwood Springs|11/13/1980|06/23/2011
886556|Bobcat Canyon|Valley|NM|35|Luna|029|321138N|1073308W|32.1939785|-107.5522461|321143N|1073613W|32.1952778|-107.6036111|1259|4131|Florida Gap|11/13/1980|
886557|Bobcat Draw|Valley|NM|35|Lea|025|320307N|1033916W|32.0520694|-103.6543595|320609N|1033833W|32.1025|-103.6425|974|3195|Paduca Breaks West|11/13/1980|
886558|Bobcat Hill|Summit|NM|35|Hidalgo|023|321045N|1085751W|32.1792501|-108.9642239|||||1415|4642|Steins|11/13/1980|
886559|Bobcat Hill|Summit|NM|35|McKinley|031|353732N|1074053W|35.6255805|-107.6814446|||||2076|6811|Hospah|11/13/1980|
886560|Bobcat Pass|Gap|NM|35|McKinley|031|354022N|1073830W|35.6728015|-107.6417209|||||2093|6867|Hospah|11/13/1980|
886561|Bobs Tank|Reservoir|NM|35|Luna|029|315703N|1080511W|31.9509056|-108.0863907|||||1520|4987|Flying W Mountain|11/13/1980|06/23/2011
886562|Bobs Well|Well|NM|35|Catron|003|340525N|1075157W|34.0903364|-107.8658853|||||2213|7260|Anderson Peak|11/13/1980|
886563|Bodine Spring|Spring|NM|35|Sierra|051|330609N|1073156W|33.1025716|-107.5322538|||||1740|5709|Bell Mountain|11/13/1980|
886564|Bog Canyon|Valley|NM|35|Colfax|007|365551N|1044531W|36.9308591|-104.7586038|365700N|1044523W|36.95|-104.7563889|2332|7651|Caliente Canyon North|11/13/1980|
886565|Bogan Ranch|Locale|NM|35|Santa Fe|049|350449N|1055741W|35.0803261|-105.9614098|||||1903|6243|Longhorn Reservoir|11/13/1980|
886566|Bogard Canyon|Valley|NM|35|Quay|037|345411N|1035948W|34.9031172|-103.9966367|345315N|1040012W|34.8875617|-104.0033035|1426|4678|Circle S Mesa|11/13/1980|
886567|Bogard Well|Locale|NM|35|Harding|021|352416N|1032913W|35.4044943|-103.4869045|||||1187|3894|Logan North|11/13/1980|
886568|Bogey Well|Well|NM|35|Guadalupe|019|350442N|1044309W|35.0783889|-104.7191567|||||1528|5013|Santa Rosa Lake|11/13/1980|
886569|Boggie Windmill|Locale|NM|35|Guadalupe|019|351149N|1044758W|35.1969967|-104.7994367|||||1631|5351|Horse Pasture Tank|11/13/1980|
886570|Boggy Spur Drain|Canal|NM|35|Dona Ana|013|321500N|1064525W|32.2500954|-106.756947|||||1179|3868|Las Cruces|11/13/1980|
886571|Bogle Tank|Reservoir|NM|35|Eddy|015|325631N|1035244W|32.9420203|-103.8789015|||||1243|4078|Henshaw Tank|11/13/1980|06/23/2011
886572|Bogles Cotton Gin|Locale|NM|35|Chaves|005|330950N|1042315W|33.1639953|-104.3874645|||||1060|3478|Dexter West|11/13/1980|
886573|Boiler Gap|Gap|NM|35|Union|059|364115N|1032634W|36.6875237|-103.4427264|||||1651|5417|Boiler Gap|11/13/1980|
886574|Bole Russell Tank|Reservoir|NM|35|Socorro|053|333032N|1063613W|33.5088527|-106.6035996|||||1430|4692|Foster Well|11/13/1980|06/23/2011
886575|Bollschweiler Tank|Reservoir|NM|35|San Miguel|047|352133N|1035455W|35.3593045|-103.9153003|||||1376|4514|Carpenter Mesa SW|11/13/1980|06/23/2011
886576|Bols Well|Well|NM|35|Catron|003|341929N|1081226W|34.3247763|-108.207285|||||2253|7392|Pie Town|11/13/1980|
886577|Bomb Target Tank|Reservoir|NM|35|Chaves|005|335555N|1044236W|33.931954|-104.7100962|||||1372|4501|Mesa|11/13/1980|06/23/2011
886578|Bonanza Hill|Summit|NM|35|Santa Fe|049|353222N|1060624W|35.5394787|-106.106689|||||1921|6302|Turquoise Hill|11/13/1980|
886579|Bond Draw|Valley|NM|35|Eddy|015|321351N|1040934W|32.2309535|-104.1593849|321137N|1041226W|32.1936111|-104.2072222|943|3094|Bond Draw|11/13/1980|
886580|Bond Ranch|Locale|NM|35|Eddy|015|322544N|1040837W|32.4290079|-104.1435573|||||944|3097|Carlsbad East|11/13/1980|
886581|Bond Ranch|Locale|NM|35|Lea|025|325752N|1035036W|32.9645608|-103.8432858|||||1347|4419|Maljamar NE|11/13/1980|
886582|Bonds Four Section Windmill|Locale|NM|35|Grant|017|321238N|1081956W|32.2106423|-108.3322676|||||1405|4610|Separ NE|11/13/1980|
886583|Bonds Well|Well|NM|35|Cibola|006|345846N|1082032W|34.9794831|-108.3422909|||||2183|7162|Goat Hill|11/13/1980|
886584|Bone Mocho Well|Well|NM|35|Socorro|053|340237N|1073823W|34.0436722|-107.6397661|||||2148|7047|Augustine Well|11/13/1980|
886585|Bone Tank Draw|Valley|NM|35|Eddy|015|323020N|1043443W|32.5056662|-104.5785766|322754N|1044116W|32.4651075|-104.6877431|1131|3711|Foster Ranch|11/13/1980|
886586|Bones Well|Well|NM|35|Catron|003|342703N|1080125W|34.4508869|-108.0236702|||||2269|7444|Tres Lagunas|11/13/1980|
886587|Bonham Tank|Reservoir|NM|35|Roosevelt|041|335412N|1034317W|33.9032419|-103.7213597|||||1345|4413|Elida|11/13/1980|06/23/2011
886588|Bonine Canyon|Valley|NM|35|Cibola|006|343613N|1075810W|34.6036621|-107.9695023|343725N|1075414W|34.6236111|-107.9038889|2221|7287|Bonine Canyon|11/13/1980|
886589|Bonine Windmill|Locale|NM|35|Catron|003|343354N|1075557W|34.5650522|-107.9325566|||||2268|7441|Bonine Canyon|11/13/1980|
886590|Bonita Canyon|Valley|NM|35|Sandoval|043|361143N|1071426W|36.1952922|-107.2405997|361406N|1071302W|36.235|-107.2172222|2139|7018|Five Lakes Canyon NW|11/13/1980|
886591|Bonita Community Ditch|Canal|NM|35|Sierra|051|325206N|1071845W|32.8684067|-107.312524|||||1266|4153|Garfield|11/13/1980|
886592|Bonita Creek|Stream|NM|35|Colfax|007|361515N|1050259W|36.2542024|-105.0497276|361646N|1050626W|36.2794444|-105.1072222|2355|7726|White Peak|11/13/1980|
886593|Bonita Tank|Reservoir|NM|35|Cibola|006|344156N|1072156W|34.6989933|-107.3656621|||||1996|6548|Chicken Mountain|11/13/1980|06/23/2011
886594|Bonito Creek|Stream|NM|35|Colfax|007|362232N|1050205W|36.3755913|-105.0347268|362554N|1050614W|36.4316667|-105.1038889|2309|7575|Tooth of Time|11/13/1980|
886595|Bonito Peak|Summit|NM|35|Colfax|007|362638N|1050704W|36.4439234|-105.1177836|||||3213|10541|Tooth of Time|11/13/1980|
886596|Bonito Tank|Reservoir|NM|35|Torrance|057|345337N|1051900W|34.8935154|-105.3165707|||||1857|6092|Milagro Spring|11/13/1980|06/23/2011
886597|Bonney Canyon|Valley|NM|35|Lincoln|027|331856N|1045955W|33.3156519|-104.9985882|331615N|1050847W|33.2709282|-105.1463696|1396|4580|Horseshoe Bend|11/13/1980|
886598|Bonney Spring Mine|Mine|NM|35|Dona Ana|013|322938N|1062909W|32.4939784|-106.4858283|||||1541|5056|White Sands|11/13/1980|
886599|Bontz Arroyo|Stream|NM|35|Union|059|365521N|1030231W|36.9225207|-103.041876|365321N|1030852W|36.8891885|-103.1477124|1330|4363|Goodson School|11/13/1980|
886600|Bontz Canyon|Valley|NM|35|Union|059|365348N|1030751W|36.8966882|-103.1307675|365313N|1030859W|36.8869444|-103.1497222|1416|4646|Wedding Cake Butte|11/13/1980|
886601|Booker Camp|Locale|NM|35|Eddy|015|324927N|1035647W|32.8242837|-103.9463408|||||1116|3661|Loco Hills|11/13/1980|
886602|Booker Hill|Summit|NM|35|Dona Ana|013|320934N|1063349W|32.1595416|-106.5636045|||||1319|4327|Bishop Cap|11/13/1980|
886603|Bookout Ranch|Locale|NM|35|San Miguel|047|351641N|1041817W|35.2781066|-104.3047009|||||1324|4344|Bookout Ranch|11/13/1980|
886604|Bookout Tank|Reservoir|NM|35|Guadalupe|019|351157N|1043952W|35.1992194|-104.6644331|||||1531|5023|Bar Y Ranch|11/13/1980|
886605|Boone Beach Ranch|Locale|NM|35|Eddy|015|320303N|1041500W|32.0509546|-104.24994|||||991|3251|Cottonwood Hills|11/13/1980|
886606|Boone Draw|Valley|NM|35|Roosevelt|041|341037N|1032509W|34.1770255|-103.4191221|335110N|1034225W|33.8528666|-103.7069043|1232|4042|Bethel|11/13/1980|
886607|Boone Ranch|Locale|NM|35|Hidalgo|023|314135N|1082730W|31.6931553|-108.4583764|||||1318|4324|Big Hatchet Peak|11/13/1980|
886608|Boone Well|Locale|NM|35|Dona Ana|013|322537N|1063042W|32.4270352|-106.5116614|||||1442|4731|Organ|11/13/1980|
886609|Booster Windmill|Locale|NM|35|Chaves|005|335419N|1045316W|33.9053619|-104.8877609|||||1398|4587|Chivata Canyon|11/13/1980|
886610|Booster Windmill|Locale|NM|35|Socorro|053|341226N|1063103W|34.2072898|-106.5175137|||||1795|5889|Sierra Larga North|11/13/1980|
886611|Booster Windmill|Locale|NM|35|Socorro|053|341117N|1062710W|34.1881231|-106.4527896|||||1769|5804|Bishop Ranch|11/13/1980|
886612|Booster Windmill|Locale|NM|35|Socorro|053|341241N|1062413W|34.2114563|-106.4036223|||||1826|5991|Bishop Ranch|11/13/1980|
886613|Boot Canyon|Valley|NM|35|San Miguel|047|352505N|1041207W|35.4181035|-104.201921|352514N|1041535W|35.4206032|-104.2597001|1281|4203|Conchas Dam|11/13/1980|
886614|Boot Hill|Summit|NM|35|Guadalupe|019|350543N|1043016W|35.0953337|-104.5044294|||||1471|4826|Sacaton Draw|11/13/1980|
