FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
899867|Red Bluff|Populated Place|NM|35|Eddy|015|320426N|1040225W|32.0740128|-104.0402083|||||878|2881|Red Bluff|11/13/1980|
907041|Holt Tank Draw|Valley|NM|35|Eddy|015|323925N|1044619W|32.6570513|-104.7719137|323406N|1045958W|32.5684372|-104.9994201|1281|4203|Holt Tank|11/13/1980|
931081|20100 Water Well|Well|NM|35|Eddy|015|321757N|1043304W|32.2992779|-104.5510668|||||1220|4003|Bandanna Point|05/01/1994|
910905|Seco Tank|Reservoir|NM|35|Eddy|015|322611N|1045004W|32.4362878|-104.8345354|||||1475|4839|Texas Hill|11/13/1980|06/24/2011
887340|Cedar Lake Draw|Valley|NM|35|Eddy|015|324803N|1035551W|32.8009508|-103.9307849|324927N|1035424W|32.8241667|-103.9066667|1081|3547|Loco Hills|11/13/1980|
887663|Clayton Basin|Basin|NM|35|Eddy|015|323558N|1035756W|32.5995639|-103.9655023|||||982|3222|Tower Hill North|11/13/1980|
929198|First Christian Church|Church|NM|35|Eddy|015|325030N|1042412W|32.841779|-104.4032963|||||1030|3379|Artesia|05/01/1994|
897381|Hope|Populated Place|NM|35|Eddy|015|324837N|1044358W|32.8103854|-104.7327473|||||1245|4085|Hope|11/13/1980|03/21/2008
894744|Shafer Canyon|Valley|NM|35|Eddy|015|322745N|1042813W|32.4626133|-104.4702388|322827N|1042953W|32.4741667|-104.4980556|1079|3540|Azotea Peak|11/13/1980|
914621|Lone Eagle|Mine|NM|35|Eddy|015|322836N|1042218W|32.4767818|-104.3716235|||||1025|3363|Carlsbad West|03/01/1993|
918846|71091 Water Well|Well|NM|35|Eddy|015|323542N|1042429W|32.5951142|-104.4080164|||||1001|3284|Seven Rivers|08/01/1993|
892540|Nimenim Ridge|Ridge|NM|35|Eddy|015|323800N|1035539W|32.6334528|-103.927447|||||1000|3281|Hackberry Lake|11/13/1980|
887284|Catclaw Draw|Valley|NM|35|Eddy|015|324850N|1043541W|32.813999|-104.5946898|324831N|1044222W|32.8087192|-104.7060803|1149|3770|Hope SE|11/13/1980|
910083|Red Tank|Reservoir|NM|35|Eddy|015|322648N|1044631W|32.4468022|-104.7753207|||||1405|4610|Texas Hill|11/13/1980|06/24/2011
891276|Lone Tree Draw|Valley|NM|35|Eddy|015|322737N|1040848W|32.4603966|-104.1466139|323109N|1040642W|32.5192854|-104.1116147|953|3127|Carlsbad East|11/13/1980|
902471|Rice Memorial CME Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
902112|Carlsbad Bible Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
902135|Gospel Assembly|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
937476|Florence Post Office (historical)|Post Office|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|08/01/1993|
902441|Church of Christ--South Side|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|01/01/1993|
901861|Church of God-Fox and Walnut|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
931072|20134 Water Well|Well|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|05/01/1994|
902127|Calvary Assembly of God Church|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
931073|20135 Water Well|Well|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|05/01/1994|
901711|Carlsbad Seventh Day Adventist|Church|NM|35|Eddy|015|Unknown|Unknown|0|0|||||||Unknown|12/01/1992|
